label,area,convex_area,centroid-0,centroid-1,perimeter,axis_major_length,axis_minor_length,case_number
1,214.0,226.0,9.794392523364486,139.3271028037383,54.2842712474619,18.815663759461376,14.645762331909149,043
2,160.0,165.0,9.2125,213.9375,45.55634918610404,16.657235403877678,12.383517622218816,043
3,83.0,91.0,8.91566265060241,259.32530120481925,33.55634918610404,12.542268733022249,8.610317559711756,043
4,88.0,90.0,14.909090909090908,318.5,33.31370849898476,13.668407118181946,8.176832960557302,043
5,158.0,167.0,16.0126582278481,339.27848101265823,44.62741699796952,14.781468257986036,13.620962830896604,043
6,49.0,52.0,19.591836734693878,159.0,24.485281374238568,9.480489781680054,6.678144549498124,043
7,494.0,516.0,30.93522267206478,355.0182186234818,82.42640687119285,26.822651681397787,23.838594263657967,043
8,53.0,57.0,23.41509433962264,377.2641509433962,25.31370849898476,9.568064691412765,7.077309341569192,043
9,197.0,209.0,28.68020304568528,282.88832487309645,54.698484809834994,19.22280314113035,13.729003606737074,043
10,141.0,144.0,28.97872340425532,216.78014184397162,41.45584412271571,14.30362385859322,12.595795666389254,043
11,94.0,101.0,26.78723404255319,328.3936170212766,34.384776310850235,12.270743744953485,9.77687530246519,043
12,81.0,84.0,32.098765432098766,264.24691358024694,31.556349186104043,11.809898009611086,8.82405292244132,043
13,718.0,752.0,47.58635097493036,242.70194986072423,101.25483399593904,32.435111055619636,28.442280407159092,043
14,89.0,95.0,45.662921348314605,157.64044943820224,34.14213562373095,13.421595519214472,8.483772494357924,043
15,192.0,201.0,50.473958333333336,117.29166666666667,50.2842712474619,16.930299562793774,14.622801655012719,043
16,43.0,45.0,45.74418604651163,325.9767441860465,22.485281374238568,9.029089638161516,6.101949525152154,043
17,32.0,34.0,47.625,278.09375,20.485281374238568,9.420642315305361,4.284958969124215,043
18,46.0,48.0,49.23913043478261,135.5,24.14213562373095,10.418384719092812,5.712204699525692,043
19,102.0,114.0,52.568627450980394,357.51960784313724,39.14213562373095,13.99453044900803,9.521546391907973,043
20,53.0,58.0,57.37735849056604,284.6792452830189,26.14213562373095,10.36314058940046,6.599144895419085,043
21,45.0,45.0,56.0,330.0,21.65685424949238,7.542472332656507,7.542472332656507,043
22,65.0,70.0,58.56923076923077,192.7846153846154,28.485281374238568,9.982839849451214,8.39144095619304,043
23,156.0,169.0,65.16666666666667,155.7051282051282,46.62741699796952,15.458122470999013,13.0965074553588,043
24,15.0,15.0,64.4,200.4,11.414213562373096,4.618802153517006,4.026578365477733,043
25,249.0,261.0,78.64658634538152,254.56224899598394,60.2842712474619,21.11281525128337,15.784055402509404,043
26,44.0,51.0,87.36363636363636,326.4318181818182,26.31370849898476,11.504347888171509,5.009616817647759,043
27,53.0,59.0,86.54716981132076,386.7358490566038,28.14213562373095,12.209829402501896,5.538385590332642,043
28,26.0,28.0,91.11538461538461,288.0769230769231,17.071067811865476,7.6425355310910845,4.2669702683982855,043
29,72.0,75.0,97.34722222222223,366.9861111111111,29.31370849898476,11.243587781618992,8.170724945970655,043
30,69.0,75.0,98.7536231884058,252.1159420289855,29.556349186104043,10.798481993232137,8.186456831054214,043
31,26.0,27.0,96.6923076923077,282.1923076923077,18.242640687119284,8.749284184781477,3.77711454701469,043
32,21.0,21.0,100.38095238095238,268.42857142857144,14.242640687119284,6.258173505705088,4.157977767102647,043
33,41.0,45.0,104.46341463414635,287.0975609756098,23.31370849898476,9.777962639854431,5.545658288441458,043
34,90.0,98.0,107.32222222222222,378.0777777777778,36.384776310850235,14.427291384511703,8.382900237555864,043
35,36.0,39.0,108.33333333333333,280.02777777777777,21.899494936611667,10.025510761301563,4.5618112224584175,043
36,53.0,58.0,111.69811320754717,245.41509433962264,25.31370849898476,8.920284777065639,7.582645661249648,043
37,19.0,20.0,119.42105263157895,346.42105263157896,13.65685424949238,6.007929625764467,3.9363446638591837,043
38,49.0,54.0,124.42857142857143,267.59183673469386,25.31370849898476,10.409027292725598,6.04801054361364,043
39,128.0,135.0,127.171875,387.4609375,41.55634918610404,15.882588302683565,10.428150291157063,043
40,35.0,37.0,126.05714285714286,347.25714285714287,20.242640687119284,8.528630811999168,5.213523167643661,043
41,60.0,63.0,134.7,352.1666666666667,27.071067811865476,10.824539950916543,7.071884973133677,043
42,207.0,218.0,145.5072463768116,183.47342995169083,56.04163056034261,20.16023891995311,13.52067563765384,043
43,48.0,51.0,141.375,269.8333333333333,24.727922061357855,10.590680200244616,5.756999952379906,043
44,145.0,152.0,146.87586206896552,330.97241379310344,42.970562748477136,14.849946402331977,12.557989921672892,043
45,80.0,84.0,148.7,263.5625,32.970562748477136,13.105623033234945,8.070944486907443,043
46,62.0,64.0,155.53225806451613,280.03225806451616,27.65685424949238,11.016612988501885,7.203558995036712,043
47,24.0,26.0,154.125,302.4583333333333,15.65685424949238,5.998194119902467,5.073843663554258,043
48,23.0,23.0,157.6086956521739,292.5652173913044,15.414213562373096,6.667281608803804,4.352291467154875,043
49,21.0,21.0,162.85714285714286,306.23809523809524,15.071067811865476,6.701411448299313,4.041499101334855,043
50,18.0,19.0,171.11111111111111,326.0,13.65685424949238,6.396357479416215,3.4960568451688605,043
51,143.0,153.0,179.6013986013986,317.2237762237762,44.38477631085023,15.24387732868097,12.309574211164612,043
52,61.0,63.0,181.85245901639345,380.655737704918,26.727922061357855,10.445341413226288,7.482950430256954,043
53,276.0,287.0,195.18115942028984,215.981884057971,62.8700576850888,22.549473008726572,16.49346520664884,043
54,84.0,87.0,191.39285714285714,314.82142857142856,32.72792206135785,13.413814836258103,7.948912994685846,043
55,34.0,37.0,190.8235294117647,361.47058823529414,17.899494936611667,8.186409532759908,5.444911277838182,043
56,148.0,155.0,199.32432432432432,284.68243243243245,44.14213562373095,15.53116359251913,12.255165985330578,043
57,43.0,45.0,197.46511627906978,350.6744186046512,21.899494936611667,8.090210507547207,6.853649168403787,043
58,43.0,45.0,199.09302325581396,368.04651162790697,22.727922061357855,8.389686511589701,6.636621495730787,043
59,41.0,43.0,205.8780487804878,255.97560975609755,21.071067811865476,7.571704759287505,6.856178319503613,043
60,28.0,29.0,206.96428571428572,358.42857142857144,17.071067811865476,6.404159446235758,5.557400558792104,043
61,60.0,65.0,207.3,374.98333333333335,28.14213562373095,11.559581701856898,6.66320441681909,043
62,97.0,100.0,220.16494845360825,386.11340206185565,35.31370849898476,13.463380199174146,9.526599556359269,043
63,102.0,106.0,220.73529411764707,343.6470588235294,34.970562748477136,12.038653210876003,10.826428034113475,043
64,32.0,37.0,220.03125,270.65625,20.071067811865476,8.369881032910564,5.003882642001506,043
65,82.0,85.0,225.0487804878049,361.0365853658537,31.31370849898476,11.635444655232055,8.975351763316567,043
66,113.0,119.0,237.06194690265488,376.07964601769913,37.55634918610404,12.804169755490138,11.481269350654262,043
67,66.0,70.0,237.03030303030303,344.8333333333333,27.899494936611667,9.834590177377539,8.61484988924331,043
68,69.0,71.0,236.84057971014494,359.81159420289856,28.727922061357855,9.570759724936947,9.222210229773523,043
69,155.0,162.0,244.21935483870968,262.83870967741933,44.38477631085023,14.997965682441261,13.201811648381613,043
70,39.0,42.0,245.51282051282053,311.53846153846155,21.31370849898476,7.827034181585059,6.408604512016365,043
71,34.0,34.0,246.1764705882353,346.5882352941176,19.071067811865476,7.327893771288152,6.022239683090648,043
72,206.0,212.0,252.48058252427185,282.71844660194176,50.62741699796952,16.363419645523724,16.042813806362982,043
73,19.0,20.0,250.78947368421052,381.36842105263156,13.65685424949238,5.127073205848132,4.711757099842152,043
74,28.0,28.0,255.89285714285714,375.92857142857144,17.071067811865476,7.367309491385074,4.753977479811572,043
75,89.0,95.0,259.39325842696627,266.5280898876405,34.970562748477136,13.557085561596471,8.638127561304266,043
76,222.0,232.0,269.9594594594595,375.0810810810811,54.62741699796952,19.29125392160865,14.878632227308096,043
77,60.0,64.0,269.3666666666667,392.23333333333335,26.72792206135785,9.993009745719142,7.662736717370632,043
